Timestamp,Event
12-10-2024 12:05,Process: svchost.exe (PID: 6040) started at 2024-10-10 13:49:09
12-10-2024 12:05,Process: SearchIndexer.exe (PID: 6068) started at 2024-10-12 11:29:57
12-10-2024 12:05,Process: svchost.exe (PID: 6156) started at 2024-10-10 13:49:09
12-10-2024 12:05,Process: ShellExperienceHost.exe (PID: 6268) started at 2024-10-12 11:27:30
12-10-2024 12:05,Process: svchost.exe (PID: 6348) started at 2024-10-10 14:09:40
12-10-2024 12:05,Process: Widgets.exe (PID: 6432) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: svchost.exe (PID: 6796) started at 2024-10-12 11:58:42
12-10-2024 12:05,Process: AggregatorHost.exe (PID: 7292) started at 2024-10-10 13:49:09
12-10-2024 12:05,Process: svchost.exe (PID: 7336) started at 2024-10-12 11:22:08
12-10-2024 12:05,Process: uihost.exe (PID: 8528) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: msedge.exe (PID: 8584) started at 2024-10-12 11:24:58
12-10-2024 12:05,Process: svchost.exe (PID: 8588) started at 2024-10-12 12:05:17
12-10-2024 12:05,Process: AppVShNotify.exe (PID: 8752) started at 2024-10-12 11:29:03
12-10-2024 12:05,Process: svchost.exe (PID: 8764) started at 2024-10-10 13:49:11
12-10-2024 12:05,Process: SearchHost.exe (PID: 8832) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: svchost.exe (PID: 9016) started at 2024-10-12 11:22:08
12-10-2024 12:05,Process: svchost.exe (PID: 9048) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: msedge.exe (PID: 9196) started at 2024-10-12 11:31:19
12-10-2024 12:05,Process: svchost.exe (PID: 9316) started at 2024-10-12 11:29:09
12-10-2024 12:05,Process: msedge.exe (PID: 9348) started at 2024-10-12 12:05:17
12-10-2024 12:05,Process: conhost.exe (PID: 9644) started at 2024-10-12 11:22:20
12-10-2024 12:05,Process: mc-neo-host.exe (PID: 9668) started at 2024-10-10 13:49:11
12-10-2024 12:05,Process: pwsh.exe (PID: 9852) started at 2024-10-12 11:50:30
12-10-2024 12:05,Process: dwm.exe (PID: 10040) started at 2024-10-12 00:57:49
12-10-2024 12:05,Process: msedgewebview2.exe (PID: 10152) started at 2024-10-12 11:24:29
12-10-2024 12:05,Process: svchost.exe (PID: 10188) started at 2024-10-10 13:49:12
12-10-2024 12:05,Process: svchost.exe (PID: 10268) started at 2024-10-10 13:49:12
12-10-2024 12:05,Process: svchost.exe (PID: 10460) started at 2024-10-10 13:49:12
12-10-2024 12:05,Process: nvcontainer.exe (PID: 10520) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: svchost.exe (PID: 10560) started at 2024-10-10 13:49:12
12-10-2024 12:05,Process: winlogon.exe (PID: 10628) started at 2024-10-12 00:57:48
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 10644) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: msedge.exe (PID: 10788) started at 2024-10-12 11:24:58
12-10-2024 12:05,Process: Spotify.exe (PID: 10924) started at 2024-10-12 11:36:11
12-10-2024 12:05,Process: svchost.exe (PID: 11024) started at 2024-10-10 13:49:13
12-10-2024 12:05,Process: svchost.exe (PID: 11052) started at 2024-10-11 10:21:01
12-10-2024 12:05,Process: svchost.exe (PID: 11092) started at 2024-10-12 11:22:33
12-10-2024 12:05,Process: svchost.exe (PID: 11160) started at 2024-10-10 13:49:13
12-10-2024 12:05,Process: conhost.exe (PID: 11508) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: msedge.exe (PID: 11540) started at 2024-10-12 11:30:03
12-10-2024 12:05,Process: BridgeCommunication.exe (PID: 11848) started at 2024-10-12 11:24:01
12-10-2024 12:05,Process: taskhostw.exe (PID: 11928) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: pwsh.exe (PID: 12116) started at 2024-10-12 11:50:13
12-10-2024 12:05,Process: NVDisplay.Container.exe (PID: 12172) started at 2024-10-12 00:58:11
12-10-2024 12:05,Process: Spotify.exe (PID: 12268) started at 2024-10-12 11:36:08
12-10-2024 12:05,Process: StartMenuExperienceHost.exe (PID: 12568) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: mc-fw-host.exe (PID: 12576) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: Code.exe (PID: 12668) started at 2024-10-12 11:45:44
12-10-2024 12:05,Process: svchost.exe (PID: 12680) started at 2024-10-10 13:51:10
12-10-2024 12:05,Process: msedge.exe (PID: 12732) started at 2024-10-12 11:25:55
12-10-2024 12:05,Process: sihost.exe (PID: 12952) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: PowerToys.PowerLauncher.exe (PID: 12960) started at 2024-10-12 11:22:41
12-10-2024 12:05,Process: msedge.exe (PID: 13308) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: Code.exe (PID: 13364) started at 2024-10-12 11:45:44
12-10-2024 12:05,Process: backgroundTaskHost.exe (PID: 13592) started at 2024-10-12 11:35:46
12-10-2024 12:05,Process: svchost.exe (PID: 13608) started at 2024-10-10 13:49:15
12-10-2024 12:05,Process: conhost.exe (PID: 13632) started at 2024-10-12 11:50:13
12-10-2024 12:05,Process: PAD.BrowserNativeMessageHost.exe (PID: 13796) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: MSPCManagerService.exe (PID: 14040) started at 2024-10-11 10:46:05
12-10-2024 12:05,Process: msedge.exe (PID: 14056) started at 2024-10-12 11:45:08
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 14112) started at 2024-10-12 11:58:25
12-10-2024 12:05,Process: svchost.exe (PID: 14192) started at 2024-10-12 12:05:18
12-10-2024 12:05,Process: msedge.exe (PID: 14368) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: msedge.exe (PID: 14400) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: msedgewebview2.exe (PID: 14448) started at 2024-10-12 11:24:29
12-10-2024 12:05,Process: PAD.Console.Host.exe (PID: 14460) started at 2024-10-12 11:22:53
12-10-2024 12:05,Process: svchost.exe (PID: 14632) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: msedge.exe (PID: 14716) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: svchost.exe (PID: 15224) started at 2024-10-12 11:24:26
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 15256) started at 2024-10-12 11:22:31
12-10-2024 12:05,Process: PowerToys.AlwaysOnTop.exe (PID: 15376) started at 2024-10-12 11:22:40
12-10-2024 12:05,Process: dllhost.exe (PID: 15836) started at 2024-10-12 12:01:08
12-10-2024 12:05,Process: msedge.exe (PID: 15872) started at 2024-10-12 12:05:17
12-10-2024 12:05,Process: svchost.exe (PID: 15948) started at 2024-10-10 15:50:37
12-10-2024 12:05,Process: msedge.exe (PID: 16084) started at 2024-10-12 11:41:14
12-10-2024 12:05,Process: Code.exe (PID: 16244) started at 2024-10-12 11:50:01
12-10-2024 12:05,Process: PowerToys.Awake.exe (PID: 16272) started at 2024-10-12 11:22:40
12-10-2024 12:05,Process: msedge.exe (PID: 16356) started at 2024-10-12 11:37:45
12-10-2024 12:05,Process: svchost.exe (PID: 16480) started at 2024-10-11 11:52:22
12-10-2024 12:05,Process: dasHost.exe (PID: 16516) started at 2024-10-10 13:49:23
12-10-2024 12:05,Process: SecurityHealthService.exe (PID: 16720) started at 2024-10-10 13:50:56
12-10-2024 12:05,Process: dasHost.exe (PID: 16724) started at 2024-10-10 13:49:23
12-10-2024 12:05,Process: dllhost.exe (PID: 16760) started at 2024-10-12 11:42:48
12-10-2024 12:05,Process: pwsh.exe (PID: 16780) started at 2024-10-12 11:50:11
12-10-2024 12:05,Process: msedge.exe (PID: 16824) started at 2024-10-12 11:49:19
12-10-2024 12:05,Process: ApplicationFrameHost.exe (PID: 16852) started at 2024-10-12 11:29:07
12-10-2024 12:05,Process: msedgewebview2.exe (PID: 16864) started at 2024-10-12 11:24:32
12-10-2024 12:05,Process: Spotify.exe (PID: 16920) started at 2024-10-12 11:36:08
12-10-2024 12:05,Process: unsecapp.exe (PID: 17620) started at 2024-10-12 11:22:57
12-10-2024 12:05,Process: svchost.exe (PID: 17672) started at 2024-10-10 13:53:00
12-10-2024 12:05,Process: ctfmon.exe (PID: 17692) started at 2024-10-12 11:22:23
12-10-2024 12:05,Process: Code.exe (PID: 17712) started at 2024-10-12 11:45:44
12-10-2024 12:05,Process: pwsh.exe (PID: 17892) started at 2024-10-12 11:50:05
12-10-2024 12:05,Process: svchost.exe (PID: 17900) started at 2024-10-10 13:49:33
12-10-2024 12:05,Process: svchost.exe (PID: 17960) started at 2024-10-10 13:49:33
12-10-2024 12:05,Process: nvsphelper64.exe (PID: 17992) started at 2024-10-12 11:22:32
12-10-2024 12:05,Process: OmenCommandCenterBackground.exe (PID: 18044) started at 2024-10-12 11:22:26
12-10-2024 12:05,Process: conhost.exe (PID: 18140) started at 2024-10-12 11:50:30
12-10-2024 12:05,Process: NVIDIA Web Helper.exe (PID: 18296) started at 2024-10-12 11:22:19
12-10-2024 12:05,Process: NVIDIA Share.exe (PID: 18364) started at 2024-10-12 11:22:32
12-10-2024 12:05,Process: Spotify.exe (PID: 18456) started at 2024-10-12 11:36:08
12-10-2024 12:05,Process: Code.exe (PID: 18544) started at 2024-10-12 11:50:01
12-10-2024 12:05,Process: PowerToys.exe (PID: 18640) started at 2024-10-12 11:22:22
12-10-2024 12:05,Process: msedge.exe (PID: 18920) started at 2024-10-12 12:05:17
12-10-2024 12:05,Process: NVIDIA Share.exe (PID: 19040) started at 2024-10-12 11:22:33
12-10-2024 12:05,Process: msedgewebview2.exe (PID: 19152) started at 2024-10-12 11:24:29
12-10-2024 12:05,Process: audiodg.exe (PID: 19364) started at 2024-10-12 11:33:38
12-10-2024 12:05,Process: conhost.exe (PID: 19376) started at 2024-10-12 11:22:19
12-10-2024 12:05,Process: conhost.exe (PID: 19380) started at 2024-10-12 11:50:04
12-10-2024 12:05,Process: Notepad.exe (PID: 19428) started at 2024-10-12 12:01:08
12-10-2024 12:05,Process: cmd.exe (PID: 19460) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: ETDCtrl.exe (PID: 19752) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: OmenInstallMonitor.exe (PID: 20220) started at 2024-10-12 11:23:34
12-10-2024 12:05,Process: Code.exe (PID: 20224) started at 2024-10-12 11:45:44
12-10-2024 12:05,Process: msedge.exe (PID: 20820) started at 2024-10-12 11:25:04
12-10-2024 12:05,Process: explorer.exe (PID: 20828) started at 2024-10-12 11:22:19
12-10-2024 12:05,Process: svchost.exe (PID: 20856) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 20932) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: msedgewebview2.exe (PID: 21100) started at 2024-10-12 11:24:30
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 21108) started at 2024-10-12 11:35:46
12-10-2024 12:05,Process: msedge.exe (PID: 21216) started at 2024-10-12 11:24:56
12-10-2024 12:05,Process: msedge.exe (PID: 21304) started at 2024-10-12 11:25:03
12-10-2024 12:05,Process: WhatsApp.exe (PID: 21356) started at 2024-10-12 11:22:23
12-10-2024 12:05,Process: WmiPrvSE.exe (PID: 21512) started at 2024-10-12 11:58:01
12-10-2024 12:05,Process: Code.exe (PID: 21520) started at 2024-10-12 11:45:47
12-10-2024 12:05,Process: conhost.exe (PID: 21552) started at 2024-10-12 11:50:04
12-10-2024 12:05,Process: PowerToys.CropAndLock.exe (PID: 21556) started at 2024-10-12 11:22:41
12-10-2024 12:05,Process: conhost.exe (PID: 21816) started at 2024-10-12 11:50:11
12-10-2024 12:05,Process: NVIDIA Share.exe (PID: 21832) started at 2024-10-12 11:22:33
12-10-2024 12:05,Process: msedge.exe (PID: 21848) started at 2024-10-12 12:05:17
12-10-2024 12:05,Process: PowerToys.Peek.UI.exe (PID: 22728) started at 2024-10-12 11:22:41
12-10-2024 12:05,Process: Spotify.exe (PID: 22744) started at 2024-10-12 11:36:10
12-10-2024 12:05,Process: UserOOBEBroker.exe (PID: 22836) started at 2024-10-12 11:29:09
12-10-2024 12:05,Process: Spotify.exe (PID: 22920) started at 2024-10-12 11:36:08
12-10-2024 12:05,Process: msedge.exe (PID: 23028) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: pet.exe (PID: 23188) started at 2024-10-12 11:50:03
12-10-2024 12:05,Process: msedge.exe (PID: 23196) started at 2024-10-12 11:24:56
12-10-2024 12:05,Process: conhost.exe (PID: 23240) started at 2024-10-12 11:50:03
12-10-2024 12:05,Process: fontdrvhost.exe (PID: 23408) started at 2024-10-12 00:57:49
12-10-2024 12:05,Process: OfficeC2RClient.exe (PID: 23604) started at 2024-10-12 11:27:19
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 23764) started at 2024-10-12 11:25:55
12-10-2024 12:05,Process: msedge.exe (PID: 24088) started at 2024-10-12 11:48:26
12-10-2024 12:05,Process: msedge.exe (PID: 24124) started at 2024-10-12 11:31:48
12-10-2024 12:05,Process: python3.12.exe (PID: 24228) started at 2024-10-12 12:05:27
12-10-2024 12:05,Process: OverlayHelper.exe (PID: 24244) started at 2024-10-12 11:23:26
12-10-2024 12:05,Process: csrss.exe (PID: 24288) started at 2024-10-12 00:57:48
12-10-2024 12:05,Process: msedge.exe (PID: 24532) started at 2024-10-12 11:24:55
12-10-2024 12:05,Process: nvcontainer.exe (PID: 24628) started at 2024-10-12 11:22:18
12-10-2024 12:05,Process: RuntimeBroker.exe (PID: 24656) started at 2024-10-12 11:22:56
12-10-2024 12:05,Process: SECOCL64.exe (PID: 24732) started at 2024-10-12 11:22:20
12-10-2024 12:05,Process: Code.exe (PID: 24784) started at 2024-10-12 11:50:09
12-10-2024 12:05,Process: PowerToys.ColorPickerUI.exe (PID: 24844) started at 2024-10-12 11:22:41
12-10-2024 12:05,Process: msedge.exe (PID: 24992) started at 2024-10-12 11:38:08
12-10-2024 12:05,Process: python.exe (PID: 25024) started at 2024-10-12 12:05:26
12-10-2024 12:05,Process: msedgewebview2.exe (PID: 25244) started at 2024-10-12 11:24:29
12-10-2024 12:05,Process: WidgetService.exe (PID: 25304) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: msedge.exe (PID: 25692) started at 2024-10-12 11:27:57
12-10-2024 12:05,Process: PowerToys.FancyZones.exe (PID: 25840) started at 2024-10-12 11:22:41
12-10-2024 12:05,Process: msedge.exe (PID: 25964) started at 2024-10-12 12:05:17
12-10-2024 12:05,Process: RtkAudUService64.exe (PID: 25988) started at 2024-10-12 11:22:21
12-10-2024 12:05,Process: svchost.exe (PID: 26264) started at 2024-10-12 11:22:05
12-10-2024 12:05,Process: Spotify.exe (PID: 26280) started at 2024-10-12 11:36:09
12-10-2024 12:05,Process: SystemSettings.exe (PID: 26456) started at 2024-10-12 11:29:07
12-10-2024 12:05,Process: svchost.exe (PID: 26584) started at 2024-10-12 11:22:20
12-10-2024 12:06,Monitoring stopped
